property_id,city,area,property_type,purpose,bedrooms,bathrooms,size_sqft,area_sqft_normalized,price_pkr,price_formatted,developer,has_installment_plan,description,source_url,amenities,qa_flags
LAH-0063,Lahore,Park View City,House,Sale,5,6,2250,2250.0,32000000,3.20 crore,Park View,True,"3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City in Park View City, Lahore · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_10_marla_brand_new_house_for_sale_in_park_view_city-54589608-1466-1.html,brand_new,
LAH-0064,Lahore,Askari 10 - Sector S,Flat,Sale,4,5,2700,2700.0,51000000,5.10 crore,Private / Unknown,False,"Beautiful Brand New 4beds Apartment available for Sale in Askari-10 in Askari 10 - Sector S, Askari 10 · 4 bed · 5 bath · 12 Marla",https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_beautiful_brand_new_4beds_apartment_available_for_sale_in_askari-10-54564383-21434-1.html,brand_new,
LAH-0065,Lahore,Dream Gardens,Studio,Sale,,1,202,202.5,4800000,48.00 lac,Private / Unknown,False,"Studio Apartment Core 1 For Sale In Dream Gardens Lahore Ph 1 in Dream Gardens, Defence Road · 1 bath · 0.9 Marla",https://www.zameen.com/Property/defence_road_dream_gardens_studio_apartment_core_1_for_sale_in_dream_gardens_lahore_ph_1-54772503-4393-1.html,,bedrooms_missing
LAH-0066,Lahore,Dream Gardens,House,Sale,4,5,1125,1125.0,26000000,2.60 crore,Private / Unknown,False,"5 Marla House For Sale In Dream Gardens Lahore Ph 2 in Dream Gardens, Defence Road · 4 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/defence_road_dream_gardens_5_marla_house_for_sale_in_dream_gardens_lahore_ph_2-54754610-4393-1.html,,
LAH-0067,Lahore,DHA Phase 1 - Block D,House,Sale,5,6,4500,4500.0,87500000,8.75 crore,DHA,False,"1 Kanal Brand New Modern Design Lavish House For Sale In DHA Phase 1 in DHA Phase 1 - Block D, DHA Phase 1 · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_d_1_kanal_brand_new_modern_design_lavish_house_for_sale_in_dha_phase_1-54784061-1566-1.html,brand_new,
LAH-0068,Lahore,DHA 11 Rahbar Sector 2,House,Sale,3,4,1125,1125.0,29000000,2.90 crore,DHA,False,"5 Marla Brand New House For sale In Dha Rahber in DHA 11 Rahbar Sector 2, DHA 11 Rahbar · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_sector_2_5_marla_brand_new_house_for_sale_in_dha_rahber-54784052-3717-1.html,brand_new,
LAH-0069,Lahore,Central Park - Block A1,House,Sale,4,4,1125,1125.0,25500000,2.55 crore,Private / Unknown,False,"Brand New 5 Marla House for Sale in A1 Block, Central Park Lahore in Central Park - Block A1, Central Park Housing Scheme · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_a1_brand_new_5_marla_house_for_sale_in_a1_block_central_park_lahore-54784046-17927-1.html,park|brand_new,
LAH-0070,Lahore,Allama Iqbal Town,House,Sale,5,5,2250,2250.0,47500000,4.75 crore,Private / Unknown,False,"10 Marlah House Vip Location For sale in Allama Iqbal Town, Lahore · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/lahore_allama_iqbal_town_10_marlah_house_vip_location_for_sale-53866390-58-1.html,,
LAH-0071,Lahore,DHA Phase 6,House,Sale,6,6,4500,4500.0,91900000,9.19 crore,DHA,False,"DHA Phase 6 | 1 Kanal Brand New Ultra Luxury Bungalow | Mazhar Munir | Full Basement | Swimming Pool | Cinema | Holizin Home Furniture | Grohe & Porta Installed | Imported Tiles Architect World & H-Verse | Hot Location Near Dolmen Mall | 100% Original Deal in DHA Phase 6, DHA Defence · 6 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_phase_6_1_kanal_brand_new_ultra_luxury_bungalow_mazhar_munir_full_basement_swimming_pool_cinema_holizin_home_furniture_grohe_porta_installed_imported_tiles_architect_world_h-verse_hot_location_near_dolmen_mall_100_original_deal-53532647-1448-1.html,swimming_pool|basement|home_theatre|brand_new,
LAH-0072,Lahore,Shalimar Town,House,Sale,2,2,562,562.5,11000000,1.10 crore,Private / Unknown,False,"Well kept and maintained house in Shalimar Town, Lahore · 2 bed · 2 bath · 2.5 Marla",https://www.zameen.com/Property/lahore_shalimar_town_well_kept_and_maintained_house-54783999-1106-1.html,,
LAH-0073,Lahore,Defence Raya,Flat,Sale,1,2,967,967.5,40000000,4.00 crore,DHA,False,"1 Bed Fully Furnished Apartment for Sale Defence Raya Golf Resort in Defence Raya, DHA Defence · 1 bed · 2 bath · 4.3 Marla",https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_fully_furnished_apartment_for_sale_defence_raya_golf_resort-54784004-8172-1.html,furnished,
LAH-0074,Lahore,DHA Phase 4 - Block DD,House,Sale,6,7,4500,4500.0,90000000,9.00 crore,DHA,False,"1 KANAL FULL BASEMENT TRIPLE UNITE HOUSE FOR SALE IN DHA PHASE 4 in DHA Phase 4 - Block DD, DHA Phase 4 · 6 bed · 7 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_dd_1_kanal_full_basement_triple_unite_house_for_sale_in_dha_phase_4-54784005-1592-1.html,basement,
LAH-0075,Lahore,Johar Town,House,Sale,5,6,2250,2250.0,51500000,5.15 crore,Private / Unknown,False,"10 Marla Pair Brand New Luxury House For Sale In Johar Town Hot Location in Johar Town, Lahore · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/lahore_johar_town_10_marla_pair_brand_new_luxury_house_for_sale_in_johar_town_hot_location-54499325-93-1.html,brand_new,
LAH-0076,Lahore,Al Hafeez Garden - Phase 2,House,Sale,3,3,720,722.2,10500000,1.05 crore,Private / Unknown,False,"Ideal 3.21 Marla House For Sale Best Investment Opportunity in Al Hafeez Garden - Phase 2, Main Canal Bank Road · 3 bed · 3 bath · 3.2 Marla",https://www.zameen.com/Property/main_canal_bank_road_al_hafeez_garden_-_phase_2_ideal_3_21_marla_house_for_sale_best_investment_opportunity-54700019-11172-1.html,garden_lawn,size_conflict
LAH-0077,Lahore,DHA Phase 6,House,Sale,5,6,4500,4500.0,91500000,9.15 crore,DHA,False,"100% ORIGNAL KANAL ULTRA MODERN SUPER LUXURY BUNGALOW FOR SALE ON TOP LACTION in DHA Phase 6, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_6_100_orignal_kanal_ultra_modern_super_luxury_bungalow_for_sale_on_top_laction-54363528-1448-1.html,,
LAH-0078,Lahore,DHA Phase 7,Other,Sale,5,5,4500,4500.0,97500000,9.75 crore,DHA,False,"1 Kanal Architectural Masterpiece Modern Luxury in DHA Phase 7, DHA Defence · 5 bed · 5 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_architectural_masterpiece_modern_luxury-54668652-1450-1.html,,
LAH-0079,Lahore,DHA Phase 7 - Block Y,House,Sale,5,7,4500,4500.0,130000000,13.00 crore,DHA,False,"Your Next Chapter Begins Here Beautiful 1 Kanal House in DHA Phase 7 - Block Y, DHA Phase 7 · 5 bed · 7 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_your_next_chapter_begins_here_beautiful_1_kanal_house-54676669-1632-1.html,,
LAH-0080,Lahore,Bismillah Housing Scheme,House,Sale,6,6,2250,2250.0,47000000,4.70 crore,Private / Unknown,False,"Own A Facing Park House In 10 Marla Lahore in Bismillah Housing Scheme, GT Road · 6 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_own_a_facing_park_house_in_10_marla_lahore-54688403-8446-1.html,park,
LAH-0081,Lahore,Park View City - Topaz Extension Block,House,Sale,4,4,1125,1125.0,21500000,2.15 crore,Park View,False,"5 Marla Brand New House For Sale Parkview City Lahore Topaz Extension Block in Park View City - Topaz Extension Block, Park View City · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/park_view_city_park_view_city_-_topaz_extension_block_5_marla_brand_new_house_for_sale_parkview_city_lahore_topaz_extension_block-54709772-20084-1.html,brand_new,
LAH-0082,Lahore,Bismillah Housing Scheme - Haider Block,House,Sale,3,4,1125,1125.0,22000000,2.20 crore,Private / Unknown,False,"Prime Location Bismillah Housing Scheme - Haider Block House Sized 5 Marla Is Available in Bismillah Housing Scheme - Haider Block, Bismillah Housing Scheme · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/bismillah_housing_scheme_bismillah_housing_scheme_-_haider_block_prime_location_bismillah_housing_scheme_-_haider_block_house_sized_5_marla_is_available-54732930-15551-1.html,,
LAH-0083,Lahore,Park View City - Executive Block,House,Sale,4,4,1125,1125.0,24500000,2.45 crore,Park View,False,"5 Marla Brand-New House For Sale Executive Block In Park View City Lahore in Park View City - Executive Block, Park View City · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/park_view_city_park_view_city_-_executive_block_5_marla_brand-new_house_for_sale_executive_block_in_park_view_city_lahore-54783382-17598-1.html,brand_new,
LAH-0084,Lahore,DHA Phase 7,House,Sale,5,6,4500,4500.0,87500000,8.75 crore,DHA,False,"Fully Furnished 1 Kanal Super Luxury Architectural Designer Bungalow for Sale | DHA Phase 7 Prime Block in DHA Phase 7, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_7_fully_furnished_1_kanal_super_luxury_architectural_designer_bungalow_for_sale_dha_phase_7_prime_block-53610607-1450-1.html,furnished,
LAH-0085,Lahore,Gulberg 2 - Block F,House,Sale,8,7,5400,5400.0,122500000,12.25 crore,Private / Unknown,False,"Top Location Old Good House Gulberg 2 Block F For Sale in Gulberg 2 - Block F, Gulberg 2 · 8 bed · 7 bath · 1.2 Kanal",https://www.zameen.com/Property/gulberg_2_gulberg_2_-_block_f_top_location_old_good_house_gulberg_2_block_f_for_sale-53267107-3813-1.html,,
LAH-0086,Lahore,DHA Phase 6 - Block K,House,Sale,6,7,4500,4500.0,195000000,19.50 crore,DHA,False,"Fully Furnished With Swimming Pool & Cinema Theater 1 Kanal Ultra Modern House For Sale In DHA Phase 6 in DHA Phase 6 - Block K, DHA Phase 6 · 6 bed · 7 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_fully_furnished_with_swimming_pool_cinema_theater_1_kanal_ultra_modern_house_for_sale_in_dha_phase_6-54065837-1619-1.html,swimming_pool|furnished|home_theatre,
LAH-0087,Lahore,Dream Gardens,House,Sale,7,6,2250,2250.0,47000000,4.70 crore,Private / Unknown,False,"10 Marla House For Sale In Dream Gardens Lahore Ph 2 in Dream Gardens, Defence Road · 7 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/defence_road_dream_gardens_10_marla_house_for_sale_in_dream_gardens_lahore_ph_2-54754223-4393-1.html,,
LAH-0088,Lahore,Al-Ahmad Garden Housing Scheme,House,Sale,4,5,1125,1125.0,21500000,2.15 crore,Private / Unknown,False,"5 Marla House For Sale in Al-Ahmad Garden Housing Scheme, GT Road · 4 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/gt_road_al-ahmad_garden_housing_scheme_5_marla_house_for_sale-54222148-9707-1.html,garden_lawn,
LAH-0089,Lahore,DHA 9 Town,House,Sale,3,4,1125,1125.0,25000000,2.50 crore,DHA,False,"5 Marla Lavish Bungalow on Prime Location of DHA Phase 9 Town DHA Lahore For Sale in DHA 9 Town, DHA Defence · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_lavish_bungalow_on_prime_location_of_dha_phase_9_town_dha_lahore_for_sale-54783414-1452-1.html,,
LAH-0090,Lahore,Bismillah Housing Scheme,House,Sale,3,4,675,675.0,14000000,1.40 crore,Private / Unknown,False,"3 Marla House For Sale in Bismillah Housing Scheme, GT Road · 3 bed · 4 bath · 3 Marla",https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_3_marla_house_for_sale-53755117-8446-1.html,,
LAH-0091,Lahore,Bismillah Housing Scheme,House,Sale,4,4,1125,1125.0,25500000,2.55 crore,Private / Unknown,False,"5 Marla House Double Storey Brand New For Sale in Bismillah Housing Scheme, GT Road · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_5_marla_house_double_storey_brand_new_for_sale-54252436-8446-1.html,brand_new,
LAH-0092,Lahore,DHA Phase 7,House,Sale,5,6,4500,4500.0,155000000,15.50 crore,DHA,False,"FULLY FURNISHED BRAND NEW LUXURY 1 KANAL HOUSE FOR SALE in DHA Phase 7, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_7_fully_furnished_brand_new_luxury_1_kanal_house_for_sale-54784000-1450-1.html,furnished|brand_new,
LAH-0093,Lahore,DHA Phase 7,House,Sale,5,6,5400,5400.0,79500000,7.95 crore,DHA,False,"25 Marla Basement Most Beautiful Designer House For Sale At Prime Location Of DHA Phase 7 in DHA Phase 7, DHA Defence · 5 bed · 6 bath · 1.2 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_7_25_marla_basement_most_beautiful_designer_house_for_sale_at_prime_location_of_dha_phase_7-54783996-1450-1.html,basement,
LAH-0094,Lahore,PAF Falcon Complex,House,Sale,4,4,3150,3150.0,105000000,10.50 crore,Private / Unknown,False,"14 Marla Falcon House For Sale In PAF Falcon Complex Lahore in PAF Falcon Complex, Gulberg · 4 bed · 4 bath · 14 Marla",https://www.zameen.com/Property/gulberg_paf_falcon_complex_14_marla_falcon_house_for_sale_in_paf_falcon_complex_lahore-54560368-3102-1.html,,
LAH-0095,Lahore,DHA Phase 5 - Block F,House,Sale,5,6,4500,4500.0,125500000,12.55 crore,DHA,False,"100% Original Picture 1 Kanal Brand New House For Sale In DHA Lahore Phase 6 Near To Defence Raya & Big Park Very Reasonable Price in DHA Phase 5 - Block F, DHA Phase 5 · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_f_100_original_picture_1_kanal_brand_new_house_for_sale_in_dha_lahore_phase_6_near_to_defence_raya_big_park_very_reasonable_price-54705541-1603-1.html,park|brand_new,
LAH-0096,Lahore,Lake City Meadows,House,Sale,5,5,2250,2250.0,41500000,4.15 crore,Private / Unknown,False,"Prime Location 10 Marla House For Sale In Lake City Meadows, Lahore in Lake City Meadows, Lahore · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/lahore_lake_city_meadows_prime_location_10_marla_house_for_sale_in_lake_city_meadows_lahore-54636374-487-1.html,,
LAH-0097,Lahore,Gulberg,Flat,Sale,2,2,2250,2250.0,60000000,6.00 crore,Private / Unknown,False,"10 Marla Apartment For Sale In Gulberg Near Liberty Market, Lahore in Gulberg, Lahore · 2 bed · 2 bath · 10 Marla",https://www.zameen.com/Property/lahore_gulberg_10_marla_apartment_for_sale_in_gulberg_near_liberty_market_lahore-54676043-7-1.html,,
LAH-0098,Lahore,Park View City,House,Sale,5,6,2250,2250.0,34000000,3.40 crore,Park View,True,"3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore in Park View City, Lahore · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_10_marla_brand_new_house_in_park_view_city_lahore-54189121-1466-1.html,brand_new,
LAH-0099,Lahore,Park View City,House,Sale,4,5,1125,1125.0,15000000,1.50 crore,Park View,True,"3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore in Park View City, Lahore · 4 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-54185637-1466-1.html,brand_new,shared_description
LAH-0100,Lahore,Etihad Town Phase 1,House,Sale,5,6,2250,2250.0,62500000,6.25 crore,Private / Unknown,False,"Prime Location House In Etihad Town Phase 1 For Sale in Etihad Town Phase 1, Etihad Town · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_prime_location_house_in_etihad_town_phase_1_for_sale-54541258-16882-1.html,,
LAH-0101,Lahore,Bahria Orchard,House,Sale,4,4,1800,1800.0,30000000,3.00 crore,Private / Unknown,False,"Prime Location 8 Marla House In Bahria Orchard Best Option in Bahria Orchard, Lahore · 4 bed · 4 bath · 8 Marla",https://www.zameen.com/Property/lahore_bahria_orchard_prime_location_8_marla_house_in_bahria_orchard_best_option-54526720-1474-1.html,,
LAH-0102,Lahore,Bahria Nasheman - Zinia,House,Sale,5,5,1800,1800.0,26000000,2.60 crore,Private / Unknown,False,"8 Marla Brand New Luxury Villa | 5 Bed Attached Bath | Zinnia Block - Bahria Nasheman in Bahria Nasheman - Zinia, Bahria Nasheman · 5 bed · 5 bath · 8 Marla",https://www.zameen.com/Property/bahria_nasheman_bahria_nasheman_-_zinia_8_marla_brand_new_luxury_villa_5_bed_attached_bath_zinnia_block_-_bahria_nasheman-54758919-4511-1.html,brand_new,
LAH-0103,Lahore,DHA Phase 6,House,Sale,5,6,4500,4500.0,164500000,16.45 crore,DHA,False,"High-End 1-Kanal Brand New House For Sale in DHA Phase 6 Fully Furnished Modern Design, Peaceful Environment & Premium Construction Quality in DHA Phase 6, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_6_high-end_1-kanal_brand_new_house_for_sale_in_dha_phase_6_fully_furnished_modern_design_peaceful_environment_premium_construction_quality-54716625-1448-1.html,furnished|brand_new,
LAH-0104,Lahore,Bedian Road,Farm House,Sale,4,4,99000,99000.0,210000000,21.00 crore,Private / Unknown,False,"22 Kanal Beautiful Farmhouse For Sale Bedian Road, Lahore in Bedian Road, Lahore · 4 bed · 4 bath · 22 Kanal",https://www.zameen.com/Property/lahore_bedian_road_22_kanal_beautiful_farmhouse_for_sale_bedian_road_lahore-52893852-378-1.html,,price_per_sqft_outlier
LAH-0105,Lahore,Askari 9 - Block B,House,Sale,4,5,2250,2250.0,51500000,5.15 crore,Private / Unknown,False,"Beautiful House 4 Bedrooms Available For Sale In Askari-9. in Askari 9 - Block B, Askari 9 · 4 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/askari_9_askari_9_-_block_b_beautiful_house_4_bedrooms_available_for_sale_in_askari-9-54569939-9426-1.html,,
LAH-0106,Lahore,DHA Phase 6,House,Sale,5,6,4500,4500.0,135000000,13.50 crore,DHA,False,"1 Kanal Luxury Bungalow For Sale In DHA Phase 6 Lahore 5 Bedrooms | Premium Finishes in DHA Phase 6, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxury_bungalow_for_sale_in_dha_phase_6_lahore_5_bedrooms_premium_finishes-54694816-1448-1.html,,
LAH-0107,Lahore,DHA 9 Town - Block D,House,Sale,3,4,1125,1125.0,33500000,3.35 crore,DHA,False,"Idyllic Prime Location House Available In DHA 9 Town - Block D For Sale in DHA 9 Town - Block D, DHA 9 Town · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_idyllic_prime_location_house_available_in_dha_9_town_-_block_d_for_sale-54781286-8176-1.html,,
LAH-0108,Lahore,DHA Phase 5 - Block B,House,Sale,5,6,4500,4500.0,95000000,9.50 crore,DHA,False,"Prime Location 1 Kanal House For Sale In DHA Phase 5 - Block B in DHA Phase 5 - Block B, DHA Phase 5 · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_b_prime_location_1_kanal_house_for_sale_in_dha_phase_5_-_block_b-54781453-1599-1.html,,
LAH-0109,Lahore,Bismillah Housing Scheme,House,Sale,3,4,675,675.0,14500000,1.45 crore,Private / Unknown,False,"3 Marla House For Sale Bismillah Housing Scheme Phase 1 in Bismillah Housing Scheme, GT Road · 3 bed · 4 bath · 3 Marla",https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_3_marla_house_for_sale_bismillah_housing_scheme_phase_1-54653586-8446-1.html,,
